What is the URL and license information for the CellularComponent mitochondrial matrix?;MATCH (c:CellularComponent {name: "mitochondrial matrix"}) RETURN c.url, c.license
What symptoms are associated with the disease Lung Cancer? List the names of symptoms.;MATCH (d:Disease {name: "lung cancer"})-[:PRESENTS_DpS]->(s:Symptom) RETURN s.name
List all side effects caused by the compound with the InChI key 'InChIKey=OJFSXZCBGQGRNV-UHFFFAOYSA-N' and list the names, identifiers, and sources of these side effects.;MATCH (c:Compound {inchikey: "InChIKey=OJFSXZCBGQGRNV-UHFFFAOYSA-N"})-[:CAUSES_CcSE]->(se:SideEffect) RETURN se.name, se.identifier, se.source
What are source, and identifier of the pathway that the gene with identifier 83752 participates in? List first three of each value.;MATCH (g:Gene {identifier: 83752})-[:PARTICIPATES_GpPW]->(p:Pathway) RETURN p.source, p.identifier LIMIT 3
What are the genes expressed in the anatomy Secondary Palate and list the names and sources of these genes? Give the names of genes and sources.;MATCH (a:Anatomy {name: 'secondary palate'})-[:EXPRESSES_AeG]->(g:Gene) RETURN g.name, g.source
What are the names, sources and licenses of genes expressed in the anatomy Secondary palate?;MATCH (a:Anatomy {name: "secondary palate"})-[:EXPRESSES_AeG]->(g:Gene) RETURN g.name, g.source, g.license
Which compounds cause side effects nausea and what are their names, inchi and inchikey?;MATCH (s:SideEffect {name: "Nausea"})<-[:CAUSES_CcSE]-(c:Compound) RETURN c.name, c.inchi, c.inchikey
List all CellularComponents that participated by the gene tp53 and provide their identifiers and sources.;MATCH (g:Gene {name: 'TP53'})-[:PARTICIPATES_GpCC]->(c:CellularComponent) RETURN c.identifier, c.source
Find CellularComponents that the gene brca1 participates and list the names of cellular components in descending alphabetical order.;MATCH (g:Gene {name: 'BRCA1'})-[:PARTICIPATES_GpCC]->(c:CellularComponent) RETURN c.name ORDER BY c.name DESC
Which compounds cause the side effect nausea? List their first two names, identifiers and sources.;MATCH (c:Compound)-[:CAUSES_CcSE]->(se:SideEffect {name: 'Nausea'}) RETURN c.name, c.identifier, c.source LIMIT 2
What are the side effects caused by the compound identified 'DB01148', and list the names licenses and URLs for these side effects?;MATCH (c:Compound {identifier: 'DB01148'})-[:CAUSES_CcSE]->(se:SideEffect) RETURN se.name, se.license, se.url
Which genes interact with each other, where the genes are different from each other? List the names of genes, names of interacted genes.;MATCH (g1:Gene)-[:INTERACTS_GiG]->(g2:Gene) WHERE g1.name <> g2.name RETURN g1.name, g2.name
Which genes participate in a molecular function but do not have a description? List the unified names of genes.;MATCH (g:Gene)-[:PARTICIPATES_GpMF]->(:MolecularFunction) WHERE g.description IS NULL RETURN DISTINCT g.name
What are the unified names of genes that are located on chromosome '3' and are regulated by other genes?;MATCH (g:Gene)-[:REGULATES_GrG]->(target:Gene) WHERE target.chromosome = '3' RETURN DISTINCT target.name
List the genes with the lowest identifiers that participate in a BiologicalProcess named Negative regulation of lipid metabolic process. Give the names of genes.;MATCH (g:Gene)-[:PARTICIPATES_GpBP]->(:BiologicalProcess {name: "negative regulation of lipid metabolic process"}) RETURN g.identifier ORDER BY g.identifier ASC
What are the distinct names and identifiers of genes with source 'Entrez Gene' that are involved in at least one Pathway?;MATCH (g:Gene)-[:PARTICIPATES_GpPW]->(:Pathway) WHERE g.source = 'Entrez Gene' RETURN DISTINCT g.name, g.identifier
Which genes are expressed by anatomy Secondary Palate, return the names of genes in ascending alphabetical order of genes name?;MATCH (a:Anatomy)-[:EXPRESSES_AeG]->(g:Gene) WHERE a.name = "secondary palate" RETURN g.name ORDER BY g.name ASC
List genes whose description starts with 'PTPRF' and are associated with any disease. List their names and descriptions.;MATCH (g:Gene)<-[:ASSOCIATES_DaG]-(:Disease) WHERE g.description STARTS WITH 'PTPRF' RETURN g.name, g.description
Find biological processes that genes whose name contains 'KDM' participates. Give names of biological processes.;MATCH (g:Gene)-[:PARTICIPATES_GpBP]->(bp:BiologicalProcess) WHERE g.name CONTAINS 'KDM' RETURN bp.name
How many specific cellular components that genes have a description that starts with 'regulator' participates in?;MATCH (g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) WHERE g.description STARTS WITH 'regulator' RETURN COUNT(DISTINCT(cc))
Find the shortest path between two interacting Genes, named as TP53 and BRCA1 respectively, and retrieve all nodes and relationships along this path.;MATCH p = shortestPath((g1:Gene)-[*]-(g2:Gene)) WHERE g1.name = "TP53" AND g2.name = "BRCA1" RETURN p
Find the shortest path between the Gene BRCA2 and Biological Process (dna repair) it participates in, showing all intermediary nodes and relationships.;MATCH p = shortestPath((g:Gene)-[*]-(bp:BiologicalProcess)) WHERE g.name = "BRCA2" AND bp.name = "DNA repair" RETURN p
Find the shortest path between Gene IQGAP3 and the Anatomy Atrioventricular Node that expresses it, including all intermediary nodes and relationships.;MATCH p = shortestPath((g:Gene)-[*]-(a:Anatomy)) WHERE g.name = "IQGAP3" AND a.name = "atrioventricular node" RETURN p
How many distinct anatomies up reguate genes?;MATCH (n:Anatomy)-[r:UPREGULATES_AuG]->(:Gene) RETURN COUNT(DISTINCT(n))
How many different binds relationship between compounds and genes?;MATCH (:Compound)-[r:BINDS_CbG]->(:Gene) RETURN COUNT(DISTINCT(r))
What is the most frequent name among anatomy nodes?;MATCH (n:Anatomy) WITH n.name AS name, COUNT(n) AS count ORDER BY count DESC LIMIT 1 RETURN name AS mode
How many compounds are licensed under 'CC BY-NC 4.0' and meet the condition of either being sourced from 'DrugBank' or having an inchi value different from 'XYZ123'?;MATCH (n:Compound) WHERE n.license = 'CC BY-NC 4.0' AND (n.source = 'DrugBank' OR NOT n.inchi = 'XYZ123') RETURN COUNT(n)
For each disease, does its name include the word 'cancer'? List the disease names and 'Yes' or 'No' for each.;MATCH (n:Disease) RETURN n.name, CASE WHEN n.name contains "cancer" THEN 'Yes' ELSE 'No' END
What are the names of genes on chromosome 'X' that are associated with pathways?;MATCH (n:Gene)-[:PARTICIPATES_GpPW]->(:Pathway) WHERE n.chromosome = 'X' RETURN n.name
What are the names of genes that participate in the pathway named 'Class B/2 (Secretin family receptors)'? Provide up to 3 distinct gene names.;MATCH (p:Pathway)<-[r:PARTICIPATES_GpPW]-(g:Gene) WHERE p.name = 'Class B/2 (Secretin family receptors)' RETURN DISTINCT g.name LIMIT 3
How many distinct genes have relationships with other genes?;MATCH (g1:Gene)-[r]-(g2:Gene) RETURN COUNT(DISTINCT(g1))
How many unique genes are associated with diseases that have 'cancer' or 'Cancer' in their names?;MATCH (d:Disease)-[r:ASSOCIATES_DaG]->(g:Gene) WHERE d.name CONTAINS 'cancer' OR d.name CONTAINS 'Cancer' RETURN COUNT(DISTINCT(g))
What are the names of compounds that cause the side effect dry throat?;MATCH (se:SideEffect {name: 'Dry throat'})<-[r:CAUSES_CcSE]-(c:Compound) RETURN c.name
Which compounds with an InChI key ending with 'UHFFFAOYSA-N' downregulate genes located on chromosome '3'? list the names of compounds.;MATCH (c:Compound)-[:DOWNREGULATES_CdG]->(g:Gene {chromosome: '3'}) WHERE c.inchikey ENDS WITH 'UHFFFAOYSA-N' RETURN c.name
What is the count of distinct gene names that participate in molecular functions?;MATCH (g:Gene)-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) RETURN COUNT(DISTINCT(g.name))
Which compound causes the most side effects, and how many side effects does it cause? Give the name of the compound and its count;MATCH (c:Compound)-[:CAUSES_CcSE]->(se:SideEffect) RETURN c.name, COUNT(se) AS sideEffectCount ORDER BY sideEffectCount DESC LIMIT 1
Classify genes as 'active' if they participate in a biological process and 'inactive' otherwise. List the names of genes and their status;MATCH (g:Gene)-[:PARTICIPATES_GpBP]->(bp:BiologicalProcess) RETURN g.name, CASE WHEN bp IS NOT NULL THEN 'active' ELSE 'inactive' END AS status
Find all pathways associated with genes WNT16. List the names of pathways.;MATCH (g:Gene {name: 'WNT16'})-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN pw.name
Count the number of genes associated with 'type 1 diabetes mellitus'.;MATCH (:Disease {name: 'type 1 diabetes mellitus'})-[:ASSOCIATES_DaG]->(g:Gene) RETURN COUNT(distinct(g))
Which distinct molecular functions do genes on chromosome '5' participate in? List the names of molecular functions.;MATCH (g:Gene {chromosome: '5'})-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) RETURN DISTINCT mf.name
What are the names of pathways, and how many genes participate in each pathway? List them in descending order of gene count.;MATCH (g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN pw.name, COUNT(g) AS geneCount ORDER BY geneCount DESC
Which diseases contain 'syndrome' in their name and are associated with at least one gene? List unified names of diseases.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g:Gene) WHERE d.name CONTAINS 'syndrome' RETURN DISTINCT(d.name)
Which compounds either upregulate or downregulate genes on chromosome '2'?;MATCH (c:Compound)-[:UPREGULATES_CuG|:DOWNREGULATES_CdG]->(g:Gene {chromosome: '2'}) RETURN c.name
What are the names of genes on chromosome 'X' that are linked to pathways? Provide distinct results in alphabetical order.;MATCH (g:Gene {chromosome: 'X'})-[:PARTICIPATES_GpPW]->(:Pathway) RETURN DISTINCT(g.name) ORDER BY g.name ASC
Which compounds belong to pharmacologic classes of type 'Mechanism of Action'?;MATCH (:PharmacologicClass {class_type: 'Mechanism of Action'})-[:INCLUDES_PCiC]->(c:Compound) RETURN c.name
What are the names of diseases associated with the largest number of symptoms, sorted in descending order?;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN d.name, COUNT(s) AS symptomCount ORDER BY symptomCount DESC
Classify genes as 'disease-related' if associated with any disease, or 'non-disease-related' otherwise. List the names of genes and its classification.;MATCH (g:Gene)<-[:ASSOCIATES_DaG]-(d:Disease) RETURN g.name, CASE WHEN d IS NOT NULL THEN 'disease-related' ELSE 'non-disease-related' END AS classification
Which diseases containing 'cancer' in their names are connected to genes found on chromosome 'X'? Give the distinct names of diseases.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g:Gene {chromosome: 'X'}) WHERE d.name CONTAINS 'cancer' RETURN DISTINCT(d.name)
Count the total number of genes involved in any pathway.;MATCH (g:Gene)-[:PARTICIPATES_GpPW]->(:Pathway) RETURN COUNT(DISTINCT g)
Find first five paths of length 3 between gene BICD2 and IQGAP3.;MATCH p=(g1:Gene {name: 'BICD2'})-[*3]-(g2:Gene {name: 'IQGAP3'}) RETURN p LIMIT 5
Retrieve the names of compounds that upregulate genes, sorted in reverse alphabetical order.;MATCH (c:Compound)-[:UPREGULATES_CuG]->(g:Gene) RETURN DISTINCT c.name ORDER BY c.name DESC
Retrieve the names of diseases along with the symptoms they present, ordered by the names of the diseases.;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN d.name, s.name ORDER BY d.name
What is the average number of diseases associated with each gene?;MATCH (g:Gene)<-[:ASSOCIATES_DaG]-(d:Disease) WITH g, COUNT(d) AS diseaseCount RETURN AVG(diseaseCount)
Retrieve the names of diseases and classify them as 'serious' if they are associated with more than 5 genes, or 'mild' otherwise.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g:Gene) RETURN d.name, CASE WHEN COUNT(g) > 5 THEN 'serious' ELSE 'mild' END AS classification
Find paths of up to 2 hops between gene disc1 and any genes located on chromosome '10'.;MATCH p=(g1:Gene {name: 'DISC1'})-[*..2]-(g2:Gene {chromosome: '10'}) RETURN p
Find all diseases associated with genes whose names are either 'ERBB2', 'PPFIBP2', or 'PTGS2'. Give the names of diseases.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g:Gene) WHERE g.name IN ['ERBB2', 'PPFIBP2', 'PTGS2'] RETURN d.name
Which gene has the highest number of interactions with other genes, and how many interactions does it have? List the name and number of the gene.;MATCH (g:Gene)-[:INTERACTS_GiG]->(other:Gene) RETURN g.name, COUNT(other) AS interactionCount ORDER BY interactionCount DESC LIMIT 1
Retrieve the names of diseases and classify them as 'severe' if they present more than 3 symptoms, or 'mild' otherwise.;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) WITH d, COUNT(s) AS symptomCount RETURN d.name, CASE WHEN symptomCount > 3 THEN 'severe' ELSE 'mild' END AS severity
How many side effects are associated with the compounds 'Flavoxate' and 'CompoundB'? List the compounds and their side effect counts, sorted from most to least.;MATCH (c:Compound)-[:CAUSES_CcSE]->(se:SideEffect) WHERE c.name IN ['Flavoxate', 'CompoundB'] RETURN c.name, COUNT(se) AS sideEffectCount ORDER BY sideEffectCount DESC
What are the names of distinct genes connected to gene KDM4A through up to 3 regulatory steps?;MATCH p=(g:Gene {name: 'KDM4A'})<-[:REGULATES_GrG*1..3]-(regulators:Gene) RETURN DISTINCT regulators.name
List genes with the highest number of interactions with other genes. List the names of genes and their count values.;MATCH (g:Gene)-[:INTERACTS_GiG]->(g2:Gene) RETURN g.name, COUNT(g2) AS interactionCount ORDER BY interactionCount DESC
Find all pharmacologic classes containing compounds whose names match the regular expression '^Acarbose.*'. Give the names of pharmacologic classes.;MATCH (pc:PharmacologicClass)-[:INCLUDES_PCiC]->(c:Compound) WHERE c.name =~ '^Acarbose.*' RETURN pc.name
Find the shortest path between the gene TP53 and BRCA1 through regulatory or interaction relationships.;MATCH p=shortestPath((g1:Gene {name: 'TP53'})-[:REGULATES_GrG|INTERACTS_GiG*]-(g2:Gene {name: 'BRCA1'})) RETURN p
What is the name of the disease with the highest number of distinct symptoms, and how many symptoms does it have?;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN d.name, COUNT(DISTINCT s) AS symptomCount ORDER BY symptomCount DESC LIMIT 1
Which compounds upregulate or downregulate genes on chromosome 'X'? Provide their distinct names.;MATCH (c:Compound)-[:UPREGULATES_CuG|DOWNREGULATES_CdG]->(g:Gene {chromosome: 'X'}) RETURN DISTINCT c.name
